reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.009949,0.62600039350347000,-0.03008,0.04998,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000361,0.98553208785650000,-0.03867,0.03940,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01989,0.35119423684217000,-0.02194,0.06172,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01032,0.63298058740554000,-0.05271,0.03206,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03021,0.14549869240486000,-0.01048,0.07090,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02190,0.30714566247786000,-0.02015,0.06394,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00062,0.97814512643486000,-0.04481,0.04357,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02251,0.29738606315181000,-0.01985,0.06488,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01502,0.50367430697806000,-0.02903,0.05908,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03894,0.08761773679137000,-0.00575,0.08364,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02392,0.28059821524861000,-0.06739,0.01955,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000476,0.98387325801995000,-0.04571,0.04666,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01744,0.51293314303650000,-0.03483,0.06970,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01696,0.49254761281821000,-0.06543,0.03151,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02066,0.42374349225664000,-0.07129,0.02998,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00481,0.87438474324418000,-0.06444,0.05483,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01585,0.54763421187213000,-0.06753,0.03583,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02502,0.24586878002670000,-0.06730,0.01726,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01086,0.65703635749897000,-0.03712,0.05885,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03589,0.07627796904290000,-0.07557,0.003795,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03136,0.30502119526067000,-0.09131,0.02859,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02245,0.52688750053453000,-0.09201,0.04712,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00891,0.76447364877717000,-0.06726,0.04943,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03136,0.10200031165228000,-0.00623,0.06896,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01145,0.54931956374381000,-0.02604,0.04894,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.01991,0.30162984702307000,-0.01789,0.05772,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01031,0.60370966426916000,-0.02864,0.04926,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.009949,0.62600039350347000,-0.03008,0.04998,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000361,0.98553208785650000,-0.03867,0.03940,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01989,0.35119423684217000,-0.02194,0.06172,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01032,0.63298058740554000,-0.05271,0.03206,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03021,0.14549869240486000,-0.01048,0.07090,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02190,0.30714566247786000,-0.02015,0.06394,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00062,0.97814512643486000,-0.04481,0.04357,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02251,0.29738606315181000,-0.01985,0.06488,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01502,0.50367430697806000,-0.02903,0.05908,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03894,0.08761773679137000,-0.00575,0.08364,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02392,0.28059821524861000,-0.06739,0.01955,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000476,0.98387325801995000,-0.04571,0.04666,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01744,0.51293314303650000,-0.03483,0.06970,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01696,0.49254761281821000,-0.06543,0.03151,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02066,0.42374349225664000,-0.07129,0.02998,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00481,0.87438474324418000,-0.06444,0.05483,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01585,0.54763421187213000,-0.06753,0.03583,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02502,0.24586878002670000,-0.06730,0.01726,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01086,0.65703635749897000,-0.03712,0.05885,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03589,0.07627796904290000,-0.07557,0.003795,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03136,0.30502119526067000,-0.09131,0.02859,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02245,0.52688750053453000,-0.09201,0.04712,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00891,0.76447364877717000,-0.06726,0.04943,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03136,0.10200031165228000,-0.00623,0.06896,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01145,0.54931956374381000,-0.02604,0.04894,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.01991,0.30162984702307000,-0.01789,0.05772,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01031,0.60370966426916000,-0.02864,0.04926,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.009949,0.62600039350347000,-0.03008,0.04998,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.000361,0.98553208785650000,-0.03867,0.03940,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01989,0.35119423684217000,-0.02194,0.06172,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.01032,0.63298058740554000,-0.05271,0.03206,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.03021,0.14549869240486000,-0.01048,0.07090,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.02190,0.30714566247786000,-0.02015,0.06394,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00062,0.97814512643486000,-0.04481,0.04357,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MONO,Monocytes (GI/L),0.02251,0.29738606315181000,-0.01985,0.06488,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01502,0.50367430697806000,-0.02903,0.05908,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.03894,0.08761773679137000,-0.00575,0.08364,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.02392,0.28059821524861000,-0.06739,0.01955,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.000476,0.98387325801995000,-0.04571,0.04666,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01744,0.51293314303650000,-0.03483,0.06970,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01696,0.49254761281821000,-0.06543,0.03151,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02066,0.42374349225664000,-0.07129,0.02998,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.00481,0.87438474324418000,-0.06444,0.05483,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.01585,0.54763421187213000,-0.06753,0.03583,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02502,0.24586878002670000,-0.06730,0.01726,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),0.01086,0.65703635749897000,-0.03712,0.05885,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.03589,0.07627796904290000,-0.07557,0.003795,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.03136,0.30502119526067000,-0.09131,0.02859,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MONO,Monocytes (GI/L),-0.02245,0.52688750053453000,-0.09201,0.04712,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MONO,Monocytes (GI/L),-0.00891,0.76447364877717000,-0.06726,0.04943,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.6268,0.26683468339692000,-1.7337,0.4800,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2292,0.68454093613879000,-0.8773,1.3358,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8561,0.13024441377122000,-1.9652,0.2531,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.8657,0.14232890054058000,-2.0225,0.2911,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7637,0.21017879857123000,-0.4312,1.9586,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-1.6294,0.00630439063025421,-2.7980,-0.4609,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1524,0.80849262706879000,-1.3856,1.0808,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4036,0.52239006301363000,-0.8337,1.6408,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.5560,0.35784560534586000,-1.7417,0.6297,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4052,0.52661480927655000,-1.6603,0.8498,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.5361,0.42319777341772000,-0.7764,1.8485,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.9413,0.13780515252983000,-2.1848,0.3022,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1428,0.82931625151646000,-1.4418,1.1562,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2948,0.65973962947934000,-1.0182,1.6078,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.4376,0.50151050249884000,-1.7143,0.8391,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.2082,0.76298633474745000,-1.5625,1.1460,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4778,0.53998077158030000,-1.0512,2.0068,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.6861,0.34291436756246000,-2.1045,0.7324,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7816,0.30213540305940000,-0.7036,2.2668,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.6443,0.46883988356031000,-1.0998,2.3884,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),0.1373,0.85897305535256000,-1.3783,1.6529,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4421,0.48356110437192000,-1.6794,0.7953,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1002,0.88863380149126000,-1.5030,1.3027,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.3419,0.56371231349429000,-1.5032,0.8194,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),1.2005,0.18081214388032000,-0.5582,2.9592,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),1.1928,0.25042866868865000,-0.8421,3.2277,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),0.007663,0.99299571492665000,-1.7043,1.7196,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.6268,0.26683468339692000,-1.7337,0.4800,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2292,0.68454093613879000,-0.8773,1.3358,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8561,0.13024441377122000,-1.9652,0.2531,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.8657,0.14232890054058000,-2.0225,0.2911,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7637,0.21017879857123000,-0.4312,1.9586,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-1.6294,0.00630439063025421,-2.7980,-0.4609,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1524,0.80849262706879000,-1.3856,1.0808,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4036,0.52239006301363000,-0.8337,1.6408,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.5560,0.35784560534586000,-1.7417,0.6297,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4052,0.52661480927655000,-1.6603,0.8498,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.5361,0.42319777341772000,-0.7764,1.8485,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.9413,0.13780515252983000,-2.1848,0.3022,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1428,0.82931625151646000,-1.4418,1.1562,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2948,0.65973962947934000,-1.0182,1.6078,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.4376,0.50151050249884000,-1.7143,0.8391,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.2082,0.76298633474745000,-1.5625,1.1460,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4778,0.53998077158030000,-1.0512,2.0068,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.6861,0.34291436756246000,-2.1045,0.7324,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7816,0.30213540305940000,-0.7036,2.2668,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.6443,0.46883988356031000,-1.0998,2.3884,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),0.1373,0.85897305535256000,-1.3783,1.6529,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4421,0.48356110437192000,-1.6794,0.7953,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1002,0.88863380149126000,-1.5030,1.3027,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.3419,0.56371231349429000,-1.5032,0.8194,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),1.2005,0.18081214388032000,-0.5582,2.9592,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),1.1928,0.25042866868865000,-0.8421,3.2277,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),0.007663,0.99299571492665000,-1.7043,1.7196,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.6268,0.26683468339692000,-1.7337,0.4800,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2292,0.68454093613879000,-0.8773,1.3358,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.8561,0.13024441377122000,-1.9652,0.2531,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.8657,0.14232890054058000,-2.0225,0.2911,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7637,0.21017879857123000,-0.4312,1.9586,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-1.6294,0.00630439063025421,-2.7980,-0.4609,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1524,0.80849262706879000,-1.3856,1.0808,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4036,0.52239006301363000,-0.8337,1.6408,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.5560,0.35784560534586000,-1.7417,0.6297,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4052,0.52661480927655000,-1.6603,0.8498,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.5361,0.42319777341772000,-0.7764,1.8485,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.9413,0.13780515252983000,-2.1848,0.3022,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.1428,0.82931625151646000,-1.4418,1.1562,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.2948,0.65973962947934000,-1.0182,1.6078,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.4376,0.50151050249884000,-1.7143,0.8391,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.2082,0.76298633474745000,-1.5625,1.1460,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.4778,0.53998077158030000,-1.0512,2.0068,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),-0.6861,0.34291436756246000,-2.1045,0.7324,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.7816,0.30213540305940000,-0.7036,2.2668,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),0.6443,0.46883988356031000,-1.0998,2.3884,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCV,Ery. Mean Corpuscular Volume (fL),0.1373,0.85897305535256000,-1.3783,1.6529,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCV,Ery. Mean Corpuscular Volume (fL),-0.4421,0.48356110437192000,-1.6794,0.7953,Heterogeneous First Order Autoregressive
